std_smiles,pchembl_median,n_measurements,any_units,any_mol_id,log_ic50_m,log_ic50_nM,target_chembl_id,target_name,leak_exact,leak_tani,leak_any
O=P(O)(O)C(Nc1cccc2ccccc12)P(=O)(O)O,5.04,1,nM,CHEMBL2440429,-5.04,3.96,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,7.21,2,nM,CHEMBL4303669,-7.21,1.79,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=S(=O)(Oc1ccc(-c2ccc3occc3c2)cc1)c1ccc(F)cc1,6.85,1,nM,CHEMBL4447079,-6.85,2.1500000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=S(=O)(Oc1ccc(-c2ccc3occc3c2)cc1)c1ccccc1,6.39,1,nM,CHEMBL4554647,-6.39,2.6100000000000003,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=S(=O)(Oc1ccc(-c2ccc3sccc3c2)cc1)c1ccc(F)cc1,5.68,1,nM,CHEMBL4528023,-5.68,3.3200000000000003,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=S(=O)(Oc1ccc(-c2ccc3sccc3c2)cc1)c1ccccc1,5.83,1,nM,CHEMBL4540118,-5.83,3.17,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])O[C@@H]1CC2CCC1[C@@H]2O,4.19,1,nM,CHEMBL1094857,-4.19,4.81,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])O[C@@H]1CC2c3ccccc3C1[C@@H]2O,4.01,1,nM,CHEMBL1094528,-4.01,4.99,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])O[C@H]1CC2CCC1[C@@H]2O,4.14,1,nM,CHEMBL1094856,-4.14,4.86,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])O[C@H]1C[C@H](O[N+](=O)[O-])[C@@H](O)C[C@@H]1O,4.06,1,nM,CHEMBL1094530,-4.06,4.94,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])c1ccc(-c2ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc2)cc1,7.15,1,nM,CHEMBL3291013,-7.15,1.8499999999999996,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,7.2,1,nM,CHEMBL24231,-7.2,1.7999999999999998,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])c1ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc1,5.74,1,nM,CHEMBL3291007,-5.74,3.26,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,5.13,1,nM,CHEMBL362436,-5.13,3.87,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=[N+]([O-])c1cccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)c1,5.42,1,nM,CHEMBL3291008,-5.42,3.58,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1cc(C[n+]2cn(Cc3ccc4ccccc4c3)c3ccccc32)c2ccc(O)c(O)c2o1,5.22,1,nM,CHEMBL5180694,-5.22,3.7800000000000002,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1cc(C[n+]2cn(Cc3ccc4ccccc4c3)c3ccccc32)c2ccc(O)cc2o1,5.22,1,nM,CHEMBL5194812,-5.22,3.7800000000000002,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1cc(Cn2c[n+](CCCCCn3c[n+](Cc4cc(=O)oc5cc(O)ccc45)c4ccccc43)c3ccccc32)c2ccc(O)cc2o1,4.05,1,nM,CHEMBL5179974,-4.05,4.95,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1cc(Cn2c[n+](CCCCn3c[n+](Cc4cc(=O)oc5cc(O)ccc45)c4ccccc43)c3ccccc32)c2ccc(O)cc2o1,4.03,1,nM,CHEMBL5174251,-4.03,4.97,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1oc2cc(O)ccc2s1,5.75,1,nM,CHEMBL442687,-5.75,3.25,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=c1oc2ccccc2c(Cl)c1/C=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1,7.24,1,nM,CHEMBL2408075,-7.24,1.7599999999999998,CHEMBL205,carbonic_anhydrase_II,False,False,False
[Cl-],5.94,1,nM,CHEMBL1200679,-5.94,3.0599999999999996,CHEMBL205,carbonic_anhydrase_II,False,False,False
[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.91,1,nM,CHEMBL1076889,-6.91,2.09,CHEMBL205,carbonic_anhydrase_II,False,False,False
